resident_id,apartment_id,resident_name,gender,age,occupation,phone,email,move_in_date,resident_type,dataset_version
RES-00023,T01-F02-U06,Amit Das,Female,25,Lawyer,9672809021.0,amit.das23@gmail.com,2022-02-21,Tenant,v1.0.0
RES-00024,T01-F02-U06,Suresh Rao,Female,78,Sales Manager,9364512739.0,suresh.rao24@gmail.com,2015-07-17,Owner,v1.0.0
RES-00025,T01-F02-U06,Karthik Nair,Female,65,Consultant,9122628256.0,karthik.nair25@gmail.com,2019-02-08,Tenant,v1.0.0
RES-00026,T01-F02-U07,Priya Sharma,Other,48,Consultant,9693487068.0,priya.sharma26@gmail.com,2022-01-11,Owner,v1.0.0
RES-00027,T01-F02-U07,Lakshmi Patel,Other,48,Lawyer,9517117581.0,lakshmi.patel27@gmail.com,2026-04-03,Tenant,v1.0.0
RES-00028,T01-F02-U07,Arjun Gupta,Male,48,Consultant,9325900773.0,arjun.gupta28@gmail.com,2016-09-14,Tenant,v1.0.0
RES-00029,T01-F02-U07,Amit Nair,Other,70,Software Engineer,9394244475.0,amit.nair29@gmail.com,2016-08-17,Owner,v1.0.0
RES-00030,T01-F02-U07,Neha Khan,Other,70,Banker,9870287372.0,neha.khan30@gmail.com,2021-08-09,Owner,v1.0.0
RES-00031,T01-F02-U07,Sneha Gupta,Other,26,Banker,9551906293.0,sneha.gupta31@gmail.com,2019-08-04,Owner,v1.0.0
RES-00032,T01-F02-U08,Suresh Khan,Other,21,Software Engineer,9788668793.0,suresh.khan32@gmail.com,2019-02-24,Owner,v1.0.0
RES-00033,T01-F02-U08,Amit Reddy,Male,69,Business Owner,9774627988.0,amit.reddy33@gmail.com,2022-12-01,Owner,v1.0.0
RES-00034,T01-F03-U01,Suresh Menon,,32,Teacher,9368009789.0,suresh.menon34@gmail.com,2020-07-20,Owner,v1.0.0
RES-00035,T01-F03-U01,Isha Nair,Female,79,Teacher,9379902891.0,isha.nair35@gmail.com,2024-05-25,Owner,v1.0.0
RES-00036,T01-F03-U02,Suresh Gupta,Male,28,Architect,9494707031.0,suresh.gupta36@gmail.com,2024-04-20,Owner,v1.0.0
RES-00037,T01-F03-U03,Rohan Das,Other,46,,9124663947.0,rohan.das37@gmail.com,2015-12-28,Owner,v1.0.0
RES-00038,T01-F03-U03,Rahul Khan,Male,51,Teacher,9153454051.0,rahul.khan38@gmail.com,2021-11-05,Owner,v1.0.0
RES-00039,T01-F03-U04,Isha Menon,Female,37,Doctor,9495051256.0,isha.menon39@gmail.com,2024-06-08,Owner,v1.0.0
RES-00040,T01-F03-U04,Aarav Rao,Female,76,,9630588481.0,aarav.rao40@gmail.com,2025-01-05,Owner,v1.0.0
RES-00041,T01-F03-U04,Vikram Iyer,Female,54,Lawyer,9510248318.0,vikram.iyer41@gmail.com,2024-11-18,Owner,v1.0.0
RES-00042,T01-F03-U04,Vikram Menon,Male,54,Sales Manager,9303327154.0,vikram.menon42@gmail.com,2021-08-26,Tenant,v1.0.0
RES-00043,T01-F03-U05,Sneha Das,Male,21,Consultant,9381105036.0,sneha.das43@gmail.com,2023-09-14,Owner,v1.0.0
RES-00044,T01-F03-U05,Deepa Nair,Other,76,Doctor,9111081272.0,deepa.nair44@gmail.com,2021-01-31,Tenant,v1.0.0
RES-00045,T01-F03-U05,Suresh Das,Other,45,Architect,9860695792.0,invalid@email.com,2021-08-06,Owner,v1.0.0
RES-00046,T01-F03-U05,Rahul Patel,Other,25,Software Engineer,9457408429.0,rahul.patel46@gmail.com,2015-11-26,Tenant,v1.0.0
RES-00047,T01-F03-U05,Neha Nair,Other,23,Software Engineer,9372362005.0,invalid@email.com,2020-09-07,Owner,v1.0.0
RES-00048,T01-F03-U06,Rohan Gupta,Female,65,Teacher,9700823397.0,rohan.gupta48@gmail.com,2025-11-18,Owner,v1.0.0
RES-00049,T01-F03-U06,Arjun Reddy,Other,81,Banker,9602602298.0,arjun.reddy49@gmail.com,2024-11-11,Owner,v1.0.0
RES-00050,T01-F03-U06,Suresh Rao,Female,36,Consultant,9225458204.0,suresh.rao50@gmail.com,2022-10-30,Owner,v1.0.0
RES-00051,T01-F03-U06,Karthik Khan,Female,64,Architect,9403788949.0,karthik.khan51@gmail.com,2016-03-21,Owner,v1.0.0
RES-00052,T01-F03-U07,Arjun Menon,Female,84,Banker,9567910238.0,arjun.menon52@gmail.com,2016-05-01,Owner,v1.0.0
RES-00053,T01-F03-U07,,Male,89,Sales Manager,9783600081.0,invalid@email.com,2017-05-23,Owner,v1.0.0
RES-00054,T01-F03-U07,Priya Iyer,Male,24,Business Owner,9296646498.0,priya.iyer54@gmail.com,2025-12-10,Tenant,v1.0.0
RES-00055,T01-F03-U07,Arjun Reddy,Other,77,Architect,9224579869.0,arjun.reddy55@gmail.com,2016-04-21,Tenant,v1.0.0
RES-00056,T01-F03-U07,Priya Khan,Female,89,Lawyer,9591515743.0,priya.khan56@gmail.com,2020-10-24,Tenant,v1.0.0
RES-00057,T01-F03-U07,Karthik Patel,Female,29,Business Owner,9405067716.0,karthik.patel57@gmail.com,2024-04-26,Owner,v1.0.0
RES-00058,T01-F03-U08,Sneha Rao,Female,90,Sales Manager,9728866327.0,sneha.rao58@gmail.com,2023-12-18,Owner,v1.0.0
RES-00059,T01-F03-U08,Sneha Das,Male,49,Lawyer,9826824988.0,sneha.das59@gmail.com,2025-04-14,Owner,v1.0.0
RES-00060,T01-F03-U08,Aarav Gupta,Other,33,Architect,9501105178.0,aarav.gupta60@gmail.com,2019-09-21,Tenant,v1.0.0
RES-00061,T01-F04-U01,Ananya Nair,Male,21,Doctor,9594171613.0,ananya.nair61@gmail.com,2017-01-10,Owner,v1.0.0
RES-00062,T01-F04-U01,Amit Gupta,Other,18,Banker,9147080354.0,amit.gupta62@gmail.com,2018-12-26,Tenant,v1.0.0
RES-00063,T01-F04-U01,Suresh Menon,Male,45,Software Engineer,9960666308.0,suresh.menon63@gmail.com,2019-02-15,Tenant,v1.0.0
RES-00064,T01-F04-U01,Suresh Sharma,Other,27,Retired,9746705600.0,suresh.sharma64@gmail.com,2022-01-24,Tenant,v1.0.0
RES-00065,T01-F04-U08,Rahul Das,Female,40,Business Owner,9927723397.0,rahul.das65@gmail.com,2016-08-20,Owner,v1.0.0
RES-00066,T01-F04-U08,Rahul Sharma,Male,38,Architect,9936973744.0,rahul.sharma66@gmail.com,2021-10-30,Tenant,v1.0.0
RES-00067,T01-F05-U01,Meera Reddy,Male,56,Lawyer,9960175026.0,meera.reddy67@gmail.com,2021-06-30,Owner,v1.0.0
RES-00068,T01-F05-U01,Karthik Nair,Other,30,,9650457212.0,karthik.nair68@gmail.com,2024-02-07,Tenant,v1.0.0
RES-00069,T01-F05-U01,Amit Das,Female,52,Homemaker,9744610969.0,amit.das69@gmail.com,2021-08-07,Tenant,v1.0.0
RES-00070,T01-F05-U01,Isha Nair,Other,41,Architect,,invalid@email.com,2021-07-26,Owner,v1.0.0
RES-00071,T01-F05-U02,Rahul Sharma,,61,Lawyer,9826321952.0,rahul.sharma71@gmail.com,2023-10-30,Owner,v1.0.0
RES-00072,T01-F05-U02,,Other,85,Doctor,9412139994.0,neha.rao72@gmail.com,2021-02-03,Owner,v1.0.0
RES-00073,T01-F05-U02,Rahul Khan,Female,37,Teacher,9834776489.0,rahul.khan73@gmail.com,2016-03-20,Tenant,v1.0.0
RES-00074,T01-F05-U02,Deepa Rao,Female,55,Homemaker,9151247840.0,deepa.rao74@gmail.com,2020-03-01,Tenant,v1.0.0
RES-00075,T01-F05-U03,Rahul Sharma,Other,31,Retired,9556247420.0,rahul.sharma75@gmail.com,2021-09-17,Owner,v1.0.0
RES-00076,T01-F05-U04,Ananya Khan,Other,90,Consultant,9481669733.0,ananya.khan76@gmail.com,2023-06-27,Owner,v1.0.0
RES-00077,T01-F05-U04,Aarav Patel,Other,77,Teacher,9944151226.0,aarav.patel77@gmail.com,2024-04-19,Owner,v1.0.0
RES-00078,T01-F05-U04,Priya Patel,Female,56,Banker,9730510203.0,priya.patel78@gmail.com,2018-03-23,Tenant,v1.0.0
RES-00079,T01-F05-U04,,Female,61,Teacher,9326632940.0,amit.menon79@gmail.com,2024-04-07,Tenant,v1.0.0
RES-00080,T01-F05-U04,Arjun Patel,Female,86,Software Engineer,9106278247.0,arjun.patel80@gmail.com,2021-11-30,Owner,v1.0.0
RES-00081,T01-F05-U07,Ananya Sharma,Male,79,Lawyer,9842821285.0,ananya.sharma81@gmail.com,2021-10-19,Owner,v1.0.0
RES-00082,T01-F05-U07,Meera Menon,Other,64,Sales Manager,9841196842.0,meera.menon82@gmail.com,2018-10-09,Tenant,v1.0.0
RES-00083,T01-F05-U07,,Male,35,Software Engineer,9304872179.0,meera.patel83@gmail.com,2025-02-01,Tenant,v1.0.0
RES-00084,T01-F05-U07,Vikram Sharma,Male,79,Sales Manager,9255858123.0,vikram.sharma84@gmail.com,2019-01-21,Owner,v1.0.0
RES-00085,T01-F05-U07,Isha Rao,Male,29,Consultant,9926481789.0,isha.rao85@gmail.com,2021-02-22,Owner,v1.0.0
RES-00086,T01-F05-U07,Neha Das,Male,32,Teacher,9263662130.0,neha.das86@gmail.com,2018-01-21,Owner,v1.0.0
RES-00087,T01-F05-U08,Amit Khan,Female,20,Lawyer,9728381921.0,amit.khan87@gmail.com,2023-08-16,Owner,v1.0.0
RES-00088,T01-F05-U08,,Female,24,Banker,9108454944.0,meera.menon88@gmail.com,2025-03-11,Owner,v1.0.0
RES-00089,T01-F05-U08,Isha Khan,Other,88,Consultant,9139746932.0,isha.khan89@gmail.com,2020-11-16,Tenant,v1.0.0
RES-00090,T01-F05-U08,Neha Rao,Other,80,Business Owner,9866963403.0,invalid@email.com,2025-08-30,Tenant,v1.0.0
RES-00091,T01-F06-U01,Aarav Das,Other,58,Retired,9168193955.0,aarav.das91@gmail.com,2023-05-04,Owner,v1.0.0
RES-00092,T01-F06-U01,,Female,62,Lawyer,9848950428.0,neha.patel92@gmail.com,2021-06-14,Tenant,v1.0.0
RES-00093,T01-F06-U01,Sneha Gupta,Other,42,Lawyer,9469203324.0,sneha.gupta93@gmail.com,2021-06-06,Owner,v1.0.0
RES-00094,T01-F06-U01,Deepa Menon,Other,61,Homemaker,9867939251.0,deepa.menon94@gmail.com,2018-12-23,Owner,v1.0.0
RES-00095,T01-F06-U01,Karthik Gupta,Other,67,Architect,9994513638.0,karthik.gupta95@gmail.com,2015-10-15,Tenant,v1.0.0
RES-00096,T01-F06-U01,Neha Reddy,Other,44,Consultant,9841630844.0,neha.reddy96@gmail.com,2017-12-10,Tenant,v1.0.0
RES-00097,T01-F06-U02,Rahul Khan,Male,40,Business Owner,9267840982.0,rahul.khan97@gmail.com,2019-07-20,Owner,v1.0.0
RES-00098,T01-F06-U02,Ananya Das,Female,56,Business Owner,9324876907.0,ananya.das98@gmail.com,2020-02-06,Tenant,v1.0.0
RES-00099,T01-F06-U02,Aarav Nair,Female,63,Sales Manager,9270301326.0,aarav.nair99@gmail.com,2024-05-20,Owner,v1.0.0
RES-00100,T01-F06-U03,Priya Patel,Female,73,Doctor,9763103142.0,priya.patel100@gmail.com,2023-10-20,Owner,v1.0.0
RES-00101,T01-F06-U03,Deepa Khan,Female,61,Banker,9926108943.0,deepa.khan101@gmail.com,2025-10-26,Owner,v1.0.0
RES-00102,T01-F06-U03,Karthik Rao,Other,31,Software Engineer,9570112847.0,karthik.rao102@gmail.com,2017-05-20,Tenant,v1.0.0
RES-00103,T01-F06-U03,Ananya Patel,Other,31,Retired,9145064341.0,ananya.patel103@gmail.com,2020-08-27,Tenant,v1.0.0
RES-00104,T01-F06-U04,,Other,33,Business Owner,9488306318.0,ananya.reddy104@gmail.com,2024-07-31,Owner,v1.0.0
RES-00105,T01-F06-U04,Amit Rao,Female,30,Teacher,9794810784.0,amit.rao105@gmail.com,2022-04-07,Tenant,v1.0.0
RES-00106,T01-F06-U04,Karthik Patel,Male,74,Architect,9925942935.0,karthik.patel106@gmail.com,2017-09-20,Tenant,v1.0.0
RES-00107,T01-F06-U04,Deepa Khan,Female,54,Retired,,deepa.khan107@gmail.com,2025-05-21,Owner,v1.0.0
RES-00108,T01-F06-U04,Lakshmi Das,Female,49,Teacher,9908749062.0,lakshmi.das108@gmail.com,2017-11-22,Tenant,v1.0.0
RES-00109,T01-F06-U05,,Male,72,Architect,9539492534.0,isha.iyer109@gmail.com,2016-04-09,Owner,v1.0.0
RES-00110,T01-F06-U05,Lakshmi Sharma,Female,36,Software Engineer,9870544763.0,lakshmi.sharma110@gmail.com,2017-04-20,Tenant,v1.0.0
RES-00111,T01-F06-U05,Rahul Nair,,69,Teacher,9566081562.0,rahul.nair111@gmail.com,2025-08-27,Owner,v1.0.0
RES-00112,T01-F06-U05,Priya Reddy,Other,25,Sales Manager,9865974687.0,priya.reddy112@gmail.com,2017-05-20,Tenant,v1.0.0
RES-00113,T01-F06-U05,Isha Das,Other,88,Consultant,9874759532.0,isha.das113@gmail.com,2018-01-05,Tenant,v1.0.0
RES-00114,T01-F06-U05,Lakshmi Sharma,Female,85,Homemaker,9257691669.0,lakshmi.sharma114@gmail.com,2018-06-28,Tenant,v1.0.0
RES-00115,T01-F06-U06,Rohan Khan,Other,44,Retired,9770401096.0,rohan.khan115@gmail.com,2017-07-02,Owner,v1.0.0
RES-00116,T01-F06-U06,Lakshmi Das,Male,56,Doctor,9139696423.0,lakshmi.das116@gmail.com,2020-04-25,Tenant,v1.0.0
RES-00117,T01-F06-U06,Rohan Reddy,Other,87,Consultant,9329495689.0,rohan.reddy117@gmail.com,2025-04-20,Tenant,v1.0.0
RES-00118,T01-F06-U06,Suresh Reddy,Male,21,,9736195900.0,suresh.reddy118@gmail.com,2023-06-11,Tenant,v1.0.0
RES-00119,T01-F06-U06,Meera Das,Other,32,Software Engineer,9500483008.0,meera.das119@gmail.com,2023-06-07,Owner,v1.0.0
RES-00120,T01-F06-U08,Lakshmi Patel,,33,Lawyer,9419933307.0,lakshmi.patel120@gmail.com,2019-12-04,Owner,v1.0.0
RES-00121,T01-F06-U08,Amit Nair,Male,90,Sales Manager,9814597247.0,amit.nair121@gmail.com,2020-05-12,Owner,v1.0.0
RES-00122,T01-F06-U08,Lakshmi Gupta,Female,35,Architect,9657987812.0,lakshmi.gupta122@gmail.com,2018-01-27,Owner,v1.0.0
RES-00123,T01-F06-U08,Ananya Nair,Other,42,Banker,9587811213.0,ananya.nair123@gmail.com,2025-03-30,Owner,v1.0.0
RES-00124,T01-F06-U08,Isha Das,Male,29,,9556218652.0,isha.das124@gmail.com,2016-05-18,Owner,v1.0.0
RES-00125,T01-F07-U01,Karthik Khan,Male,75,Doctor,9496526646.0,karthik.khan125@gmail.com,2018-10-02,Owner,v1.0.0
RES-00126,T01-F07-U01,Rohan Gupta,Other,81,Sales Manager,9554646119.0,rohan.gupta126@gmail.com,2021-05-29,Tenant,v1.0.0
RES-00127,T01-F07-U01,Isha Reddy,Male,82,Teacher,9620511813.0,isha.reddy127@gmail.com,2030-01-01,Tenant,v1.0.0
RES-00128,T01-F07-U01,Karthik Rao,Other,33,Business Owner,9589016791.0,karthik.rao128@gmail.com,2021-01-13,Tenant,v1.0.0
RES-00129,T01-F07-U01,Sneha Rao,Female,33,Homemaker,9538752236.0,sneha.rao129@gmail.com,2025-02-08,Owner,v1.0.0
RES-00130,T01-F07-U03,Ananya Nair,Other,55,Software Engineer,9661328067.0,ananya.nair130@gmail.com,2024-08-16,Owner,v1.0.0
RES-00131,T01-F07-U03,Lakshmi Gupta,Female,56,Consultant,9621758578.0,lakshmi.gupta131@gmail.com,2026-01-11,Owner,v1.0.0
RES-00132,T01-F07-U03,Karthik Menon,Female,24,Consultant,9404386805.0,karthik.menon132@gmail.com,2023-12-04,Owner,v1.0.0
RES-00133,T01-F07-U03,Neha Sharma,Male,88,Banker,9172546866.0,neha.sharma133@gmail.com,2016-07-31,Owner,v1.0.0
RES-00134,T01-F07-U03,Isha Khan,Other,57,Homemaker,9585733343.0,isha.khan134@gmail.com,2016-03-31,Owner,v1.0.0
RES-00135,T01-F07-U04,Suresh Das,Female,34,Teacher,9641986065.0,invalid@email.com,2019-03-17,Owner,v1.0.0
RES-00136,T01-F07-U04,Amit Khan,Male,59,Doctor,9958791185.0,amit.khan136@gmail.com,2019-05-03,Tenant,v1.0.0
RES-00137,T01-F07-U04,Rohan Iyer,Female,61,Retired,9149198538.0,rohan.iyer137@gmail.com,2015-08-07,Tenant,v1.0.0
RES-00138,T01-F07-U04,Arjun Patel,Male,21,Homemaker,9776574610.0,arjun.patel138@gmail.com,2017-05-31,Tenant,v1.0.0
RES-00139,T01-F07-U04,Ananya Rao,Male,42,Homemaker,9681790182.0,ananya.rao139@gmail.com,2019-11-16,Tenant,v1.0.0
RES-00140,T01-F07-U04,Vikram Khan,Other,20,Doctor,9806795289.0,vikram.khan140@gmail.com,2015-11-05,Owner,v1.0.0
RES-00141,T01-F07-U05,Sneha Sharma,Female,44,Business Owner,9990873441.0,sneha.sharma141@gmail.com,2018-06-06,Owner,v1.0.0
RES-00142,T01-F07-U05,Rahul Rao,Other,59,Architect,9732319072.0,rahul.rao142@gmail.com,2025-11-02,Tenant,v1.0.0
RES-00143,T01-F07-U05,Aarav Nair,Female,41,Architect,9125830942.0,aarav.nair143@gmail.com,2016-09-13,Tenant,v1.0.0
RES-00144,T01-F07-U05,Rohan Gupta,Male,32,,,rohan.gupta144@gmail.com,2024-06-16,Tenant,v1.0.0
RES-00145,T01-F07-U05,Karthik Reddy,Female,29,Teacher,9429417778.0,karthik.reddy145@gmail.com,2015-08-31,Tenant,v1.0.0
RES-00146,T01-F07-U05,Sneha Sharma,Other,59,Teacher,9129174843.0,sneha.sharma146@gmail.com,2018-05-06,Tenant,v1.0.0
RES-00147,T01-F07-U06,Priya Gupta,Female,30,Banker,9252965855.0,priya.gupta147@gmail.com,2021-09-18,Owner,v1.0.0
RES-00148,T01-F07-U07,Suresh Gupta,Female,33,Software Engineer,9317496560.0,suresh.gupta148@gmail.com,2023-08-28,Owner,v1.0.0
RES-00149,T01-F07-U07,Neha Rao,Other,67,Doctor,9389145285.0,neha.rao149@gmail.com,2025-08-30,Owner,v1.0.0
RES-00150,T01-F07-U07,Amit Rao,,26,Lawyer,9131038055.0,amit.rao150@gmail.com,2021-10-09,Tenant,v1.0.0
RES-00151,T01-F07-U07,Aarav Gupta,Other,30,Business Owner,9919241705.0,aarav.gupta151@gmail.com,2020-02-14,Owner,v1.0.0
RES-00152,T01-F07-U07,Meera Menon,Female,75,Doctor,9782683973.0,meera.menon152@gmail.com,2020-09-24,Owner,v1.0.0
RES-00153,T01-F07-U08,Vikram Reddy,Female,87,Teacher,9939691516.0,vikram.reddy153@gmail.com,2023-08-05,Owner,v1.0.0
RES-00154,T01-F08-U01,Isha Rao,Female,23,Software Engineer,9972569546.0,isha.rao154@gmail.com,2021-02-17,Owner,v1.0.0
RES-00155,T01-F08-U01,Sneha Sharma,Male,79,Consultant,9741955612.0,sneha.sharma155@gmail.com,2023-07-13,Tenant,v1.0.0
RES-00156,T01-F08-U01,Lakshmi Iyer,Other,83,Consultant,9148838858.0,lakshmi.iyer156@gmail.com,2024-07-13,Tenant,v1.0.0
RES-00157,T01-F08-U01,Meera Patel,Female,33,Teacher,9878542046.0,meera.patel157@gmail.com,2020-02-07,Owner,v1.0.0
RES-00158,T01-F08-U02,,Male,82,Banker,9832400367.0,arjun.das158@gmail.com,2015-09-28,Owner,v1.0.0
RES-00159,T01-F08-U02,Arjun Khan,Female,49,Sales Manager,9445356445.0,invalid@email.com,2022-07-06,Tenant,v1.0.0
RES-00160,T01-F08-U02,Amit Menon,Female,20,Teacher,9794113197.0,amit.menon160@gmail.com,2016-01-01,Owner,v1.0.0
RES-00161,T01-F08-U02,Neha Sharma,Male,40,Architect,9696775664.0,neha.sharma161@gmail.com,2016-04-20,Owner,v1.0.0
RES-00162,T01-F08-U03,Neha Das,Other,28,Sales Manager,9799292052.0,neha.das162@gmail.com,2025-06-22,Owner,v1.0.0
RES-00163,T01-F08-U04,Aarav Khan,Other,33,Banker,9972717220.0,aarav.khan163@gmail.com,2022-02-14,Owner,v1.0.0
RES-00164,T01-F08-U04,Rohan Reddy,Other,19,Doctor,9596812325.0,rohan.reddy164@gmail.com,2022-03-10,Tenant,v1.0.0
RES-00165,T01-F08-U05,Vikram Khan,Male,46,Software Engineer,9914348348.0,vikram.khan165@gmail.com,2023-03-11,Owner,v1.0.0
RES-00166,T01-F08-U05,Vikram Patel,Other,56,Business Owner,,vikram.patel166@gmail.com,2020-10-21,Tenant,v1.0.0
RES-00167,T01-F08-U05,Priya Gupta,Female,44,Software Engineer,9310546588.0,priya.gupta167@gmail.com,2017-02-18,Tenant,v1.0.0
RES-00168,T01-F08-U05,Ananya Gupta,Other,82,Lawyer,,ananya.gupta168@gmail.com,2020-02-26,Tenant,v1.0.0
RES-00169,T01-F08-U05,Sneha Patel,Other,34,Doctor,9236827900.0,sneha.patel169@gmail.com,2023-06-07,Owner,v1.0.0
RES-00170,T01-F08-U06,Deepa Rao,Other,53,Business Owner,9827974104.0,deepa.rao170@gmail.com,2026-01-31,Owner,v1.0.0
RES-00171,T01-F08-U06,Amit Sharma,Female,24,Banker,9564445061.0,amit.sharma171@gmail.com,2016-11-15,Tenant,v1.0.0
RES-00172,T01-F08-U06,Arjun Patel,Other,84,Lawyer,9632119301.0,arjun.patel172@gmail.com,2022-04-16,Tenant,v1.0.0
RES-00173,T01-F08-U06,Deepa Sharma,Female,71,Retired,9581961364.0,deepa.sharma173@gmail.com,2022-10-18,Owner,v1.0.0
RES-00174,T01-F08-U06,Rohan Iyer,Female,28,Homemaker,9967232189.0,invalid@email.com,2026-01-22,Owner,v1.0.0
RES-00175,T01-F08-U07,Deepa Das,Male,49,Business Owner,9276610744.0,deepa.das175@gmail.com,2022-08-26,Owner,v1.0.0
RES-00176,T01-F08-U07,,Male,79,Architect,9967646831.0,rahul.patel176@gmail.com,2026-01-27,Tenant,v1.0.0
RES-00177,T01-F08-U07,Arjun Iyer,Male,78,Business Owner,9465933326.0,arjun.iyer177@gmail.com,2017-01-03,Tenant,v1.0.0
RES-00178,T01-F08-U07,Suresh Rao,Male,27,Homemaker,9765254520.0,invalid@email.com,2021-06-04,Owner,v1.0.0
RES-00179,T01-F08-U08,Ananya Khan,Other,33,Doctor,9165162109.0,ananya.khan179@gmail.com,2016-01-24,Owner,v1.0.0
RES-00180,T01-F08-U08,Rohan Nair,Other,26,Teacher,9166574389.0,rohan.nair180@gmail.com,2016-01-14,Owner,v1.0.0
RES-00181,T01-F08-U08,Priya Gupta,Other,73,Doctor,9209336534.0,priya.gupta181@gmail.com,2018-09-29,Tenant,v1.0.0
RES-00182,T01-F08-U08,Priya Gupta,Female,69,Doctor,9762822951.0,priya.gupta182@gmail.com,2017-11-28,Owner,v1.0.0
RES-00183,T01-F08-U08,Deepa Menon,Other,19,Lawyer,9512230991.0,deepa.menon183@gmail.com,2021-02-19,Tenant,v1.0.0
RES-00184,T01-F08-U08,Ananya Nair,Other,21,Lawyer,9655353112.0,ananya.nair184@gmail.com,2022-08-30,Tenant,v1.0.0
RES-00185,T01-F09-U01,Vikram Patel,Male,19,Homemaker,9865899399.0,vikram.patel185@gmail.com,2025-08-02,Owner,v1.0.0
RES-00186,T01-F09-U03,Vikram Menon,Male,83,Consultant,9481598412.0,vikram.menon186@gmail.com,2021-08-15,Owner,v1.0.0
RES-00187,T01-F09-U03,Amit Reddy,Male,35,Software Engineer,9164951915.0,amit.reddy187@gmail.com,2024-11-29,Tenant,v1.0.0
RES-00188,T01-F09-U03,Isha Rao,Other,63,Consultant,9726706507.0,isha.rao188@gmail.com,2016-06-01,Tenant,v1.0.0
RES-00189,T01-F09-U03,Karthik Khan,,61,Consultant,9496028184.0,invalid@email.com,2026-04-02,Owner,v1.0.0
RES-00190,T01-F09-U03,Priya Iyer,Other,89,Software Engineer,9553184702.0,priya.iyer190@gmail.com,2022-06-27,Owner,v1.0.0
RES-00191,T01-F09-U04,Vikram Iyer,Other,43,Doctor,9466738585.0,vikram.iyer191@gmail.com,2024-03-21,Owner,v1.0.0
RES-00192,T01-F09-U04,Amit Menon,Other,60,Homemaker,9707841924.0,amit.menon192@gmail.com,2015-07-18,Tenant,v1.0.0
RES-00193,T01-F09-U04,Meera Das,Female,38,Doctor,9587803152.0,invalid@email.com,2016-07-08,Tenant,v1.0.0
